"","SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"29288",63544,"Trimma fucatum","Trimma","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29289",63545,"Synodontis grandiops","Synodontis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"29290",63546,"Synodontis irsacae","Synodontis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"29291",63547,"Synodontis ilebrevis","Synodontis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"29292",63549,"Trimma sanguinellus","Trimma","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29293",63550,"Synodontis lucipinnis","Synodontis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"29294",63551,"Fluvitrygon kittipongi","Fluvitrygon","Urogymninae","Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"29295",63552,"Chromis abyssus","Chromis","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29296",63553,"Chromis brevirostris","Chromis","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29297",63554,"Chromis circumaurea","Chromis","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29298",63555,"Chromis degruyi","Chromis","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29299",63556,"Chromis earina","Chromis","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29300",63558,"Botia udomritthiruji","Botia","Botiinae","Botiidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29301",63559,"Bathyraja cousseauae","Bathyraja",NA,"Arhynchobatidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"29302",63560,"Diplocheilichthys jentinkii","Diplocheilichthys","No subfamily","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29303",63561,"Cynopotamus xinguano","Cynopotamus","Characinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29304",63562,"Parasinilabeo longiventralis","Parasinilabeo","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29305",63563,"Astyanax varzeae","Astyanax","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29306",63564,"Triplophysa laterimaculata","Triplophysa",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29307",63565,"Hemigrammus taphorni","Hemigrammus","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29308",63566,"Kryptolebias gracilis","Kryptolebias",NA,"Rivulidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"29309",63567,"Moenkhausia cosmops","Moenkhausia","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29310",63568,"Jupiaba elassonaktis","Jupiaba","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29311",63569,"Iberochondrostoma olisiponensis","Iberochondrostoma","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29312",63570,"Trichomycterus therma","Trichomycterus","Trichomycterinae","Trichomycteridae","Siluriformes","Actinopterygii","Osteichthyes"
"29313",63571,"Moenkhausia hysterosticta","Moenkhausia","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29314",63572,"Oligosarcus perdido","Oligosarcus","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29315",63573,"Hisonotus hungy","Hisonotus","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29316",63574,"Phreatobius dracunculus","Phreatobius",NA,"Heptapteridae","Siluriformes","Actinopterygii","Osteichthyes"
"29317",63575,"Astyanax puka","Astyanax","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29318",63576,"Squalus raoulensis","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29319",63577,"Scarus maculipinna","Scarus","Scarinae","Scaridae","Perciformes","Actinopterygii","Osteichthyes"
"29320",63578,"Squalus albifrons","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29321",63579,"Squalus altipinnis","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29322",63580,"Squalus notocaudatus","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29323",63581,"Squalus montalbani","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29324",63582,"Squalus chloroculus","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29325",63583,"Sebastes variabilis","Sebastes","Sebastinae","Sebastidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"29326",63584,"Trypauchen pelaeos","Trypauchen","Amblyopinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29327",63585,"Austrolebias duraznensis","Austrolebias",NA,"Rivulidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"29328",63586,"Congochromis pugnatus","Congochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29329",63587,"Liza luciae","Liza",NA,"Mugilidae","Mugiliformes","Actinopterygii","Osteichthyes"
"29330",63588,"Squalus edmundsi","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29331",63589,"Squalus grahami","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29332",63590,"Squalus nasutus","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29333",63591,"Malacoraja obscura","Malacoraja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"29334",63592,"Pseudophoxinus syriacus","Pseudophoxinus","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29335",63593,"Stiphodon kalfatak","Stiphodon","Sicydiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29336",63594,"Stiphodon rubromaculatus","Stiphodon","Sicydiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29337",63595,"Macroparalepis johnfitchi","Macroparalepis",NA,"Paralepididae","Aulopiformes","Actinopterygii","Osteichthyes"
"29338",63596,"Oxynoemacheilus samanticus","Oxynoemacheilus",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29339",63597,"Squalius prespensis","Squalius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29340",63598,"Lestidium bigelowi","Lestidium",NA,"Paralepididae","Aulopiformes","Actinopterygii","Osteichthyes"
"29341",63599,"Macroparalepis longilateralis","Macroparalepis",NA,"Paralepididae","Aulopiformes","Actinopterygii","Osteichthyes"
"29342",63600,"Mustelus ravidus","Mustelus","Triakinae","Triakidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29343",63601,"Rhinobatos jimbaranensis","Rhinobatos","Rhinobatinae","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"29344",63602,"Rhinobatos penggali","Rhinobatos","Rhinobatinae","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes"
"29345",63603,"Stemonosudis elongata","Stemonosudis",NA,"Paralepididae","Aulopiformes","Actinopterygii","Osteichthyes"
"29346",63604,"Ichthyapus platyrhynchus","Ichthyapus","Ophichthinae","Ophichthidae","Anguilliformes","Actinopterygii","Osteichthyes"
"29347",63605,"Squalius peloponensis","Squalius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29348",63607,"Cobitis zanandreai","Cobitis","Cobitinae","Cobitidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29349",63608,"Brachionichthys australis","Brachionichthys",NA,"Brachionichthyidae","Lophiiformes","Actinopterygii","Osteichthyes"
"29350",63609,"Barbus petenyi","Barbus","Barbinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29351",63611,"Batasio feruminatus","Batasio",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29352",63612,"Squalius malacitanus","Squalius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29353",63613,"Squalius valentinus","Squalius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29354",63614,"Hara longissima","Hara",NA,"Erethistidae","Siluriformes","Actinopterygii","Osteichthyes"
"29355",63615,"Hara mesembrina","Hara",NA,"Erethistidae","Siluriformes","Actinopterygii","Osteichthyes"
"29356",63616,"Hara minuscula","Hara",NA,"Erethistidae","Siluriformes","Actinopterygii","Osteichthyes"
"29357",63617,"Hara spinulus","Hara",NA,"Erethistidae","Siluriformes","Actinopterygii","Osteichthyes"
"29358",63618,"Rasbora dies","Rasbora","Danioninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29359",63619,"Pseudorasbora interrupta","Pseudorasbora","Gobioninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29360",63620,"Rhinogobius reticulatus","Rhinogobius","Gobionellinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29361",63623,"Rocio ocotal","Rocio","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29362",63624,"Eptatretus strickrotti","Eptatretus","Eptatretinae","Myxinidae","Myxiniformes","Myxini","Agnatha"
"29363",63625,"Himantura fava","Himantura",NA,"Dasyatidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"29364",63626,"Rocio gemmata","Rocio","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29365",63627,"Amatitlania coatepeque","Amatitlania","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29366",63628,"Amatitlania kanna","Amatitlania","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29367",63629,"Amatitlania siquia","Amatitlania","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29368",63630,"Hemibagrus hainanensis","Hemibagrus",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29369",63632,"Hemibagrus johorensis","Hemibagrus",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29370",63633,"Mystus seengtee","Mystus",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29371",63634,"Platysilurus olallae","Platysilurus",NA,"Pimelodidae","Siluriformes","Actinopterygii","Osteichthyes"
"29372",63635,"Zungaropsis multimaculatus","Zungaropsis",NA,"Pimelodidae","Siluriformes","Actinopterygii","Osteichthyes"
"29373",63636,"Neosilurus coatesi","Neosilurus",NA,"Plotosidae","Siluriformes","Actinopterygii","Osteichthyes"
"29374",63637,"Eutropiichthys burmannicus","Eutropiichthys",NA,"Schilbeidae","Siluriformes","Actinopterygii","Osteichthyes"
"29375",63638,"Glyptothorax alaknandi","Glyptothorax","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29376",63639,"Glyptothorax nieuwenhuisi","Glyptothorax","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29377",63640,"Glyptothorax sykesi","Glyptothorax","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29378",63641,"Pareuchiloglanis tianquanensis","Pareuchiloglanis","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29379",63642,"Loricariichthys brunneus","Loricariichthys","Loricariinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29380",63643,"Hisonotus charrua","Hisonotus","Hypoptopomatinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29381",63645,"Euristhmus microphthalmus","Euristhmus",NA,"Plotosidae","Siluriformes","Actinopterygii","Osteichthyes"
"29382",63646,"Euristhmus sandrae","Euristhmus",NA,"Plotosidae","Siluriformes","Actinopterygii","Osteichthyes"
"29383",63647,"Pterocryptis barakensis","Pterocryptis",NA,"Siluridae","Siluriformes","Actinopterygii","Osteichthyes"
"29384",63653,"Parmaturus albimarginatus","Parmaturus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29385",63654,"Capoeta umbla","Capoeta","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29386",63656,"Parmaturus albipenis","Parmaturus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29387",63657,"Parmaturus bigus","Parmaturus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29388",63658,"Parmaturus lanatus","Parmaturus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29389",63659,"Squalus griffini","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29390",63660,"Asterropteryx ovata","Asterropteryx","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29391",63661,"Squalus hemipinnis","Squalus",NA,"Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes"
"29392",63662,"Squatina heteroptera","Squatina",NA,"Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes"
"29393",63663,"Australoheros forquilha","Australoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29394",63664,"Australoheros charrua","Australoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29395",63665,"Australoheros minuano","Australoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29396",63666,"Australoheros guarani","Australoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29397",63667,"Squatina mexicana","Squatina",NA,"Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes"
"29398",63668,"Cryptoheros cutteri","Cryptoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29399",63669,"Garra culiciphaga","Garra","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29400",63670,"Scardinius elmaliensis","Scardinius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29401",63671,"Cryptoheros chetumalensis","Cryptoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29402",63672,"Squalius anatolicus","Squalius","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29403",63673,"Oxynoemacheilus seyhanensis","Oxynoemacheilus",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29404",63674,"Pseudecheneis brachyurus","Pseudecheneis","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29405",63675,"Pseudecheneis gracilis","Pseudecheneis","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29406",63676,"Pseudecheneis longipectoralis","Pseudecheneis","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29407",63677,"Squatina albipunctata","Squatina",NA,"Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes"
"29408",63678,"Pseudecheneis paucipunctata","Pseudecheneis","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29409",63679,"Glyptothorax rugimentum","Glyptothorax","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"29410",63681,"Gymnothorax baranesi","Gymnothorax","Muraeninae","Muraenidae","Anguilliformes","Actinopterygii","Osteichthyes"
"29411",63682,"Samariscus multiradiatus","Samariscus",NA,"Samaridae","Pleuronectiformes","Actinopterygii","Osteichthyes"
"29412",63684,"Nuchequula flavaxilla","Nuchequula",NA,"Leiognathidae","Perciformes","Actinopterygii","Osteichthyes"
"29413",63685,"Pseudomystus heokhuii","Pseudomystus",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29414",63686,"Nuchequula glenysae","Nuchequula",NA,"Leiognathidae","Perciformes","Actinopterygii","Osteichthyes"
"29415",63687,"Nuchequula longicornis","Nuchequula",NA,"Leiognathidae","Perciformes","Actinopterygii","Osteichthyes"
"29416",63688,"Characidium heirmostigmata","Characidium","Characidiinae","Crenuchidae","Characiformes","Actinopterygii","Osteichthyes"
"29417",63689,"Cathorops belizensis","Cathorops","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29418",63690,"Cathorops higuchii","Cathorops","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29419",63691,"Cathorops kailolae","Cathorops","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29420",63692,"Benthochromis horii","Benthochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29421",63693,"Chrysichthys acsiorum","Chrysichthys","Claroteinae","Claroteidae","Siluriformes","Actinopterygii","Osteichthyes"
"29422",63694,"Haplochromis vonlinnei","Haplochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29423",63695,"Enteromius seymouri","Enteromius","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29424",63696,"Labeobarbus nthuwa","Labeobarbus","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29425",63698,"Nectamia viria","Nectamia","Apogoninae","Apogonidae","Perciformes","Actinopterygii","Osteichthyes"
"29426",63699,"Leporinus venerei","Leporinus",NA,"Anostomidae","Characiformes","Actinopterygii","Osteichthyes"
"29427",63700,"Discotrema monogrammum","Discotrema","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"29428",63701,"Trichomycterus igobi","Trichomycterus","Trichomycterinae","Trichomycteridae","Siluriformes","Actinopterygii","Osteichthyes"
"29429",63702,"Ituglanis mambai","Ituglanis","Trichomycterinae","Trichomycteridae","Siluriformes","Actinopterygii","Osteichthyes"
"29430",63703,"Chrysiptera giti","Chrysiptera","Pomacentrinae","Pomacentridae","Perciformes","Actinopterygii","Osteichthyes"
"29431",63704,"Paracheilinus nursalim","Paracheilinus",NA,"Labridae","Perciformes","Actinopterygii","Osteichthyes"
"29432",63705,"Pseudochromis jace","Pseudochromis","Pseudochrominae","Pseudochromidae","Perciformes","Actinopterygii","Osteichthyes"
"29433",63706,"Hemiscyllium galei","Hemiscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"29434",63707,"Potamotrygon boesemani","Potamotrygon",NA,"Potamotrygonidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"29435",63708,"Hemiscyllium henryi","Hemiscyllium",NA,"Hemiscylliidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"29436",63709,"Pictichromis caitlinae","Pictichromis","Pseudochrominae","Pseudochromidae","Perciformes","Actinopterygii","Osteichthyes"
"29437",63710,"Amphilophus chancho","Amphilophus","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29438",63711,"Amphilophus flaveolus","Amphilophus","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29439",63713,"Amphilophus astorquii","Amphilophus","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"29440",63714,"Grallenia lipi","Grallenia","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29441",63715,"Orectolobus halei","Orectolobus",NA,"Orectolobidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"29442",63716,"Pimelodus pantaneiro","Pimelodus",NA,"Pimelodidae","Siluriformes","Actinopterygii","Osteichthyes"
"29443",63717,"Hyphessobrycon rutiliflavidus","Hyphessobrycon","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29444",63718,"Triplophysa lixianensis","Triplophysa",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29445",63719,"Grallenia arenicola","Grallenia","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29446",63720,"Squatina legnota","Squatina",NA,"Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes"
"29447",63721,"Squatina pseudocellata","Squatina",NA,"Squatinidae","Squatiniformes","Elasmobranchii","Chondrichthyes"
"29448",63722,"Pseudanthias charleneae","Pseudanthias","Anthiinae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"29449",63723,"Pterocaesio monikae","Pterocaesio","Caesioninae","Caesionidae","Perciformes","Actinopterygii","Osteichthyes"
"29450",63724,"Melanotaenia synergos","Melanotaenia",NA,"Melanotaeniidae","Atheriniformes","Actinopterygii","Osteichthyes"
"29451",63725,"Pictichromis coralensis","Pictichromis","Pseudochrominae","Pseudochromidae","Perciformes","Actinopterygii","Osteichthyes"
"29452",63726,"Corythoichthys benedetto","Corythoichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopterygii","Osteichthyes"
"29453",63727,"Pterois andover","Pterois","Pteroinae","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"29454",63728,"Araiocypris batodes","Araiocypris","No subfamily","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29455",63729,"Minyclupeoides dentibranchialus","Minyclupeoides","Ehiravinae","Clupeidae","Clupeiformes","Actinopterygii","Osteichthyes"
"29456",63731,"Hemigrammus parana","Hemigrammus","Incertae sedis","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"29457",63732,"Coryphopterus tortugae","Coryphopterus","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29458",63733,"Stiphodon carisa","Stiphodon","Sicydiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29459",63734,"Crystallaria cincotta","Crystallaria","Percinae","Percidae","Perciformes","Actinopterygii","Osteichthyes"
"29460",63735,"Nandus andrewi","Nandus",NA,"Nandidae","Perciformes","Actinopterygii","Osteichthyes"
"29461",63736,"Pseudancistrus reus","Pseudancistrus","Ancistrinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"29462",63737,"Sinobatis bulbicauda","Sinobatis",NA,"Anacanthobatidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"29463",63738,"Sinobatis caerulea","Sinobatis",NA,"Anacanthobatidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"29464",63741,"Sinobatis filicauda","Sinobatis",NA,"Anacanthobatidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"29465",63744,"Nanobagrus immaculatus","Nanobagrus",NA,"Bagridae","Siluriformes","Actinopterygii","Osteichthyes"
"29466",63745,"Pomatoschistus montenegrensis","Pomatoschistus","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29467",63746,"Gorogobius stevcici","Gorogobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29468",63747,"Orectolobus floridus","Orectolobus",NA,"Orectolobidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"29469",63748,"Orectolobus parvimaculatus","Orectolobus",NA,"Orectolobidae","Orectolobiformes","Elasmobranchii","Chondrichthyes"
"29470",63749,"Nectamia ignitops","Nectamia","Apogoninae","Apogonidae","Perciformes","Actinopterygii","Osteichthyes"
"29471",63750,"Nectamia luxuria","Nectamia","Apogoninae","Apogonidae","Perciformes","Actinopterygii","Osteichthyes"
"29472",63751,"Nectamia similis","Nectamia","Apogoninae","Apogonidae","Perciformes","Actinopterygii","Osteichthyes"
"29473",63752,"Hongshuia paoli","Hongshuia","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29474",63753,"Discogobio antethoracalis","Discogobio","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29475",63754,"Hongshuia banmo","Hongshuia","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29476",63755,"Vanderhorstia steelei","Vanderhorstia","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29477",63756,"Rubicundus lopheliae","Rubicundus","Rubicundinae","Myxinidae","Myxiniformes","Myxini","Agnatha"
"29478",63757,"Plotosus japonicus","Plotosus",NA,"Plotosidae","Siluriformes","Actinopterygii","Osteichthyes"
"29479",63758,"Cynoglossus ochiaii","Cynoglossus","Cynoglossinae","Cynoglossidae","Pleuronectiformes","Actinopterygii","Osteichthyes"
"29480",63759,"Trimma kudoi","Trimma","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29481",63760,"Trimma yanoi","Trimma","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29482",63761,"Guentherus katoi","Guentherus",NA,"Ateleopodidae","Ateleopodiformes","Actinopterygii","Osteichthyes"
"29483",63762,"Careproctus rotundifrons","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"29484",63763,"Parapercis basimaculata","Parapercis",NA,"Pinguipedidae","Perciformes","Actinopterygii","Osteichthyes"
"29485",63764,"Parapercis katoi","Parapercis",NA,"Pinguipedidae","Perciformes","Actinopterygii","Osteichthyes"
"29486",63765,"Parapercis natator","Parapercis",NA,"Pinguipedidae","Perciformes","Actinopterygii","Osteichthyes"
"29487",63766,"Platygobiopsis tansei","Platygobiopsis","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29488",63767,"Acanthopagrus chinshira","Acanthopagrus",NA,"Sparidae","Perciformes","Actinopterygii","Osteichthyes"
"29489",63768,"Bilabria gigantea","Bilabria","Gymnelinae","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes"
"29490",63769,"Davidijordania yabei","Davidijordania","Gymnelinae","Zoarcidae","Perciformes","Actinopterygii","Osteichthyes"
"29491",63770,"Engyprosopon kushimotoensis","Engyprosopon",NA,"Bothidae","Pleuronectiformes","Actinopterygii","Osteichthyes"
"29492",63771,"Cocotropus possi","Cocotropus",NA,"Aploactinidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"29493",63772,"Discogobio propeanalis","Discogobio","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29494",63773,"Discogobio poneventralis","Discogobio","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29495",63774,"Rhinodoras armbrusteri","Rhinodoras",NA,"Doradidae","Siluriformes","Actinopterygii","Osteichthyes"
"29496",63775,"Rhinodoras gallagheri","Rhinodoras",NA,"Doradidae","Siluriformes","Actinopterygii","Osteichthyes"
"29497",63776,"Oreonectes microphthalmus","Oreonectes",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29498",63777,"Oreonectes polystigmus","Oreonectes",NA,"Nemacheilidae","Cypriniformes","Actinopterygii","Osteichthyes"
"29499",63778,"Melanorivulus planaltinus","Melanorivulus",NA,"Rivulidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"29500",63779,"Tetronarce formosa","Tetronarce",NA,"Torpedinidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"29501",63780,"Cephaloscyllium sarawakensis","Cephaloscyllium",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"29502",63781,"Gobius tropicus","Gobius","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"29503",63783,"Electrolux addisoni","Electrolux",NA,"Narkidae","Torpediniformes","Elasmobranchii","Chondrichthyes"
"29504",63784,"Neoplecostomus corumba","Neoplecostomus","Neoplecostominae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
